11	80	10000
12	70	10000
12	86	10000
13	79	10000
13	86	10000
13	90	10000
13	92	10000
13	100	10000
13	115	10000
13	124	10000
13	131	10000
14	28	10000
14	56	10000
14	87	20000
14	113	10000
14	120	10000
14	127	10000
14	140	10000
15	25	10000
15	33	10000
15	102	10000
15	104	10000
15	130	10000
15	144	10000
16	75	10000
16	100	10000
16	112	10000
16	124	10000
16	137	10000
16	141	20000
16	149	10000
16	178	10000
16	193	10000
16	208	10000
17	78	10000
17	92	10000
17	105	10000
17	135	10000
17	150	20000
17	164	10000
17	187	10000
17	219	10000
17	222	10000
17	228	10000
18	36	10000
18	47	20000
18	76	20000
18	86	10000
18	101	20000
18	102	20000
18	140	20000
18	138	10000
18	176	10000
18	210	20000
18	235	10000
18	244	20000
18	264	20000
19	83	20000
19	114	10000
19	120	20000
19	139	10000
19	148	20000
19	177	10000
19	219	10000
19	240	20000
19	270	10000
19	274	10000
19	293	20000
20	73	20000
20	111	20000
20	150	20000
20	216	20000
20	238	20000
20	292	20000
20	311	20000
20	331	20000
21	81	20000
21	87	20000
21	108	20000
21	187	20000
21	201	20000
21	251	20000
21	245	20000
21	263	20000
21	313	10000
21	331	20000
21	332	20000
21	372	20000
22	68	10000
22	124	20000
22	154	20000
22	204	20000
22	215	20000
22	234	20000
22	285	20000
22	294	20000
22	334	20000
22	371	20000
22	389	10000
23	149	20000
23	167	30000
23	258	20000
23	261	30000
23	304	20000
23	315	20000
23	326	20000
23	360	10000
23	386	30000
23	400	30000
23	439	30000
24	74	20000
24	154	20000
24	261	20000
24	285	30000
24	335	20000
24	376	10000
24	394	30000
24	394	30000
24	447	30000
24	455	10000
24	493	30000
25	125	20000
25	151	20000
25	174	30000
25	243	30000
25	290	30000
25	343	30000
25	353	10000
25	407	30000
25	414	10000
25	453	30000
25	478	10000
25	513	10000
25	530	20000
26	240	10000
26	335	20000
26	353	10000
26	388	20000
26	434	40000
26	476	40000
26	484	30000
26	511	10000
26	544	10000
26	576	30000
27	208	40000
27	258	30000
27	311	20000
27	413	10000
27	420	40000
27	458	30000
27	496	20000
27	575	10000
27	586	40000
