25	10000
25	10000
25	6666,6666666667
25	2500
25	4000
25	5000
25	4285,7142857143
25	3750
25	4444,4444444445
25	5000
25	4545,4545454546
25	4166,6666666667
25	3846,1538461539
25	4285,7142857143
25	2666,6666666667
25	3750
25	3529,4117647059
25	3888,8888888889
25	4210,5263157895
25	3500
25	3809,5238095238
25	3636,3636363636
25	3913,0434782609
25	3750
25	4400
26	20000
26	10000
26	6666,6666666667
26	5000
26	6000
26	6666,6666666667
26	2857,1428571429
26	5000
26	4444,4444444445
26	5000
26	5454,5454545455
26	5000
26	3846,1538461539
26	4285,7142857143
26	6000
26	4375
26	4705,8823529412
26	4444,4444444445
26	4736,8421052632
26	4500
26	4285,7142857143
26	4090,9090909091
26	4347,8260869565
26	4583,3333333333
26	4000
26	4615,3846153846
27	10000
27	10000
27	10000
27	7500
27	6000
27	5000
27	4285,7142857143
27	6250
27	4444,4444444445
27	5000
27	5454,5454545455
27	4166,6666666667
27	4615,3846153846
27	4285,7142857143
27	4666,6666666667
27	5000
27	4705,8823529412
27	5555,5555555556
27	4736,8421052632
27	4500
27	4761,9047619048
27	5000
27	4782,6086956522
27	4583,3333333333
27	4800
27	4615,3846153846
27	4444,4444444445
28	20000
28	10000
28	6666,6666666667
28	5000
28	8000
28	5000
28	5714,2857142857
28	6250
28	6666,6666666667
28	6000
28	5454,5454545455
28	6666,6666666667
28	5384,6153846154
28	5714,2857142857
28	5333,3333333333
28	5625
28	5294,1176470588
28	5000
28	5789,4736842105
28	5500
28	5714,2857142857
28	5000
28	5652,1739130435
28	5000
28	5200
28	5384,6153846154
28	5555,5555555556
28	5357,1428571429
29	20000
29	10000
29	6666,6666666667
29	10000
29	8000
29	6666,6666666667
29	7142,8571428572
29	6250
29	6666,6666666667
29	7000
29	6363,6363636364
29	5833,3333333333
29	5384,6153846154
29	6428,5714285714
29	6000
29	6250
29	5882,3529411765
29	6111,1111111111
29	5789,4736842105
29	6000
29	6190,4761904762
29	5909,0909090909
29	6086,9565217391
29	5833,3333333333
29	6000
29	5769,2307692308
29	5925,9259259259
29	5714,2857142857
29	5862,0689655172
30	20000
30	10000
30	10000
30	5000
30	6000
30	6666,6666666667
30	5714,2857142857
30	6250
30	6666,6666666667
30	6000
30	6363,6363636364
30	6666,6666666667
30	6153,8461538462
30	6428,5714285714
30	6666,6666666667
30	6250
30	6470,5882352941
30	6666,6666666667
30	6315,7894736842
30	6000
30	6666,6666666667
30	6363,6363636364
30	6086,9565217391
30	6250
30	6400
30	5769,2307692308
30	6296,2962962963
30	6428,5714285714
30	6551,724137931
30	6666,6666666667
31	20000
31	15000
31	6666,6666666667
31	7500
31	8000
31	8333,3333333333
31	5714,2857142857
31	7500
31	6666,6666666667
31	7000
31	7272,7272727273
31	7500
31	6923,0769230769
31	7857,1428571429
31	6666,6666666667
31	6875
31	7058,8235294118
31	7222,2222222222
31	6842,1052631579
31	7000
31	7142,8571428572
31	7272,7272727273
31	7391,3043478261
31	7083,3333333333
31	7200
31	6923,0769230769
31	7037,037037037
31	7142,8571428572
31	6896,5517241379
31	7000
31	6774,1935483871
32	20000
32	10000
32	6666,6666666667
32	7500
32	8000
32	8333,3333333333
32	8571,4285714286
32	7500
32	8888,8888888889
32	8000
32	8181,8181818182
32	8333,3333333333
32	7692,3076923077
32	7857,1428571429
32	8000
32	8125
32	7058,8235294118
32	7777,7777777778
32	7894,7368421053
32	8000
32	8095,2380952381
32	7727,2727272727
32	7826,0869565217
32	7916,6666666667
32	7600
32	7307,6923076923
32	7777,7777777778
32	7857,1428571429
32	7586,2068965517
32	8000
32	8064,5161290323
32	7500
33	20000
33	15000
33	13333,3333333333
33	10000
33	8000
33	8333,3333333333
33	8571,4285714286
33	10000
33	7777,7777777778
33	8000
33	8181,8181818182
33	8333,3333333333
33	8461,5384615385
33	8571,4285714286
33	8000
33	8125
33	8235,2941176471
33	8333,3333333333
33	8421,052631579
33	8500
33	8095,2380952381
33	8636,3636363636
33	8260,8695652174
33	8750
33	8400
33	8076,9230769231
33	8148,1481481482
33	8571,4285714286
33	8275,8620689655
33	8333,3333333333
33	8709,6774193548
33	8437,5
33	8484,8484848485
34	20000
34	10000
34	10000
34	10000
34	10000
34	8333,3333333333
34	10000
34	10000
34	10000
34	9000
34	9090,9090909091
34	8333,3333333333
34	9230,7692307692
34	9285,7142857143
34	9333,3333333333
34	9375
34	8823,5294117647
34	8888,8888888889
34	8421,052631579
34	9000
34	8571,4285714286
34	9090,9090909091
34	9565,2173913044
34	9166,6666666667
34	9200
34	8846,1538461539
34	9259,2592592593
34	8928,5714285714
34	8965,5172413793
34	9333,3333333333
34	9032,2580645161
34	9375
34	9090,9090909091
34	9411,7647058824
35	30000
35	10000
35	10000
35	10000
35	10000
35	10000
35	10000
35	10000
35	8888,8888888889
35	10000
35	9090,9090909091
35	10833,3333333333
35	10000
35	10000
35	10000
35	10000
35	10000
35	9444,4444444445
35	10526,3157894737
35	10000
35	9523,8095238095
35	10000
35	9565,2173913044
35	10000
35	10000
35	10000
35	10000
35	10000
35	10000
35	10000
35	10322,5806451613
35	10000
35	10000
35	10000
35	9714,2857142857
36	20000
36	20000
36	10000
36	12500
36	10000
36	11666,6666666667
36	11428,5714285714
36	10000
36	11111,1111111111
36	10000
36	13636,3636363636
36	10833,3333333333
36	10769,2307692308
36	10714,2857142857
36	10666,6666666667
36	10625
36	10588,2352941176
36	10555,5555555556
36	11052,6315789474
36	15000
36	10952,380952381
36	10454,5454545455
36	10869,5652173913
36	10833,3333333333
36	10800
36	11153,8461538462
36	10370,3703703704
36	11071,4285714286
36	10689,6551724138
36	11333,3333333333
36	10967,7419354839
36	10937,5
36	10909,0909090909
36	10882,3529411765
36	11142,8571428571
36	10833,3333333333
37	20000
37	20000
37	16666,6666666667
37	15000
37	14000
37	13333,3333333333
37	12857,1428571429
37	12500
37	11111,1111111111
37	11000
37	11818,1818181818
37	11666,6666666667
37	11538,4615384615
37	11428,5714285714
37	11333,3333333333
37	11875
37	11764,7058823529
37	11666,6666666667
37	11578,9473684211
37	12000
37	11428,5714285714
37	11818,1818181818
37	11739,1304347826
37	12500
37	11200
37	11923,0769230769
37	12222,2222222222
37	11428,5714285714
37	11724,1379310345
37	11666,6666666667
37	11935,4838709677
37	11875
37	11515,1515151515
37	11764,7058823529
37	11428,5714285714
37	11666,6666666667
37	11621,6216216216
38	30000
38	15000
38	16666,6666666667
38	15000
38	14000
38	11666,6666666667
38	12857,1428571429
38	12500
38	12222,2222222222
38	12000
38	12727,2727272727
38	12500
38	11538,4615384615
38	12142,8571428571
38	12000
38	12500
38	12352,9411764706
38	12222,2222222222
38	12105,2631578947
38	12500
38	11904,7619047619
38	12727,2727272727
38	12173,9130434783
38	12500
38	12400
38	12692,3076923077
38	12592,5925925926
38	12857,1428571429
38	12413,7931034483
38	12666,6666666667
38	12580,6451612903
38	12500
38	12424,2424242424
38	12647,0588235294
38	12857,1428571429
38	12222,2222222222
38	13243,2432432432
38	12631,5789473684
39	30000
39	15000
39	16666,6666666667
39	15000
39	14000
39	13333,3333333333
39	12857,1428571429
39	13750
39	13333,3333333333
39	13000
39	13636,3636363636
39	11666,6666666667
39	12307,6923076923
39	12857,1428571429
39	13333,3333333333
39	13750
39	12941,1764705882
39	12777,7777777778
39	13157,8947368421
39	13500
39	13333,3333333333
39	13181,8181818182
39	13478,2608695652
39	12916,6666666667
39	13600
39	13461,5384615385
39	13333,3333333333
39	13571,4285714286
39	13448,275862069
39	13666,6666666667
39	14193,5483870968
39	13437,5
39	13636,3636363636
39	13529,4117647059
39	13714,2857142857
39	13611,1111111111
39	13783,7837837838
39	13684,2105263158
39	13846,1538461538
40	30000
40	20000
40	20000
40	17500
40	16000
40	15000
40	14285,7142857143
40	13750
40	14444,4444444444
40	15000
40	13636,3636363636
40	14166,6666666667
40	14615,3846153846
40	14285,7142857143
40	14000
40	13750
40	14117,6470588235
40	14444,4444444444
40	14210,5263157895
40	14500
40	14761,9047619048
40	14090,9090909091
40	14347,8260869565
40	14166,6666666667
40	14000
40	14615,3846153846
40	15555,5555555556
40	16428,5714285714
40	15172,4137931034
40	14666,6666666667
40	14516,1290322581
40	15625
40	14848,4848484848
40	14411,7647058824
40	14857,1428571429
40	14722,2222222222
40	14594,5945945946
40	15000
40	14615,3846153846
40	15250
41	20000
41	15000
41	16666,6666666667
41	15000
41	14000
41	13333,3333333333
41	24285,7142857143
41	21250
41	18888,8888888889
41	20000
41	15454,5454545455
41	15833,3333333333
41	14615,3846153846
41	16428,5714285714
41	21333,3333333333
41	14375
41	15294,1176470588
41	14444,4444444444
41	16315,7894736842
41	17000
41	21428,5714285714
41	15454,5454545455
41	15217,3913043478
41	16250
41	15600
41	15384,6153846154
41	15925,9259259259
41	15714,2857142857
41	15517,2413793103
41	16000
41	15806,4516129032
41	15625
41	16060,6060606061
41	16470,5882352941
41	16571,4285714286
41	16388,8888888889
41	17837,8378378378
41	17631,5789473684
41	17435,8974358974
41	17000
41	16097,5609756098
42	20000
42	20000
42	16666,6666666667
42	20000
42	18000
42	20000
42	15714,2857142857
42	17500
