10	35	10000
11	40	10000
13	41	10000
14	44	10000
14	73	10000
15	63	10000
16	70	10000
16	105	10000
17	61	10000
17	102	10000
18	44	10000
18	75	10000
19	49	10000
19	90	10000
19	120	10000
20	36	10000
20	64	10000
20	153	10000
21	49	10000
21	100	10000
21	138	10000
21	167	10000
22	49	10000
22	149	10000
22	174	10000
23	24	10000
23	74	10000
23	116	10000
23	139	10000
23	186	10000
24	68	10000
24	98	10000
24	155	10000
24	183	10000
24	224	10000
25	18	10000
25	76	10000
25	104	10000
25	153	10000
25	179	10000
25	227	10000
25	257	10000
26	83	10000
26	128	10000
26	232	10000
26	271	10000
27	83	10000
27	113	10000
27	159	10000
27	233	10000
27	266	10000
27	300	10000
28	72	10000
28	145	10000
28	184	10000
28	214	10000
28	239	10000
28	283	10000
28	309	10000
28	349	10000
29	53	10000
29	150	10000
29	184	10000
29	213	10000
29	249	10000
29	281	10000
29	311	10000
29	336	10000
30	21	10000
30	77	10000
30	117	10000
30	153	10000
30	195	10000
30	207	10000
30	252	10000
30	285	10000
30	355	10000
30	392	10000
31	33	10000
31	88	10000
31	130	10000
31	152	10000
31	175	10000
31	225	10000
31	255	10000
31	287	10000
31	352	10000
31	383	10000
31	432	10000
32	50	10000
32	100	10000
32	122	10000
32	166	10000
32	207	10000
32	248	10000
32	286	10000
32	304	10000
32	382	10000
32	391	10000
32	429	10000
32	445	10000
33	75	10000
33	99	10000
33	131	10000
33	173	10000
33	221	10000
33	243	10000
33	275	10000
33	300	10000
33	332	10000
33	375	10000
33	404	10000
33	426	10000
33	466	10000
33	490	10000
34	72	10000
34	142	10000
34	171	10000
34	212	10000
34	233	10000
34	276	10000
34	296	10000
34	335	10000
34	366	10000
34	409	10000
34	425	10000
34	453	10000
34	490	10000
34	516	10000
35	60	10000
35	100	10000
35	138	10000
35	179	10000
35	193	10000
35	253	10000
35	329	10000
35	368	10000
35	376	10000
35	423	10000
35	441	10000
35	483	10000
35	512	10000
35	543	10000
36	34	10000
36	96	10000
36	125	10000
36	174	10000
36	193	10000
36	228	10000
36	260	10000
36	303	10000
36	357	10000
36	366	10000
36	407	10000
36	442	10000
36	461	10000
36	496	10000
36	519	10000
36	559	10000
36	578	10000
37	102	10000
37	155	10000
37	165	10000
37	211	10000
37	226	10000
37	275	10000
37	294	10000
37	355	10000
37	377	10000
37	409	10000
37	446	10000
37	472	10000
37	513	10000
37	535	10000
37	570	10000
37	593	10000
37	625	10000
38	51	10000
38	86	10000
38	130	10000
38	152	10000
38	185	10000
38	217	10000
38	253	10000
38	284	10000
38	293	10000
38	348	10000
38	346	10000
38	378	10000
38	426	10000
38	484	10000
38	504	10000
38	528	10000
38	565	10000
38	589	10000
38	628	10000
38	648	10000
39	63	10000
39	82	10000
39	130	10000
39	150	10000
39	200	10000
39	217	10000
39	258	10000
39	296	10000
39	318	10000
39	339	10000
39	389	10000
39	400	10000
39	436	10000
39	458	10000
39	478	10000
39	545	10000
39	570	10000
39	604	10000
39	623	10000
39	648	10000
39	666	10000
39	703	10000
40	66	10000
40	132	10000
40	152	10000
40	197	10000
40	213	10000
40	246	10000
40	287	10000
40	341	10000
40	366	10000
40	399	10000
40	392	10000
40	450	10000
40	457	10000
40	505	10000
40	536	10000
40	575	10000
40	616	10000
40	634	10000
40	660	10000
40	729	10000
41	49	10000
41	97	10000
41	140	10000
41	179	10000
41	196	10000
41	239	10000
41	259	10000
41	316	10000
41	310	10000
41	363	10000
41	366	10000
41	390	10000
41	413	10000
41	473	10000
41	475	10000
41	518	10000
41	553	10000
41	587	10000
41	601	10000
41	646	10000
41	655	10000
41	700	10000
41	753	10000
41	780	10000
42	89	10000
42	116	10000
42	160	10000
42	207	10000
42	233	10000
42	269	10000
42	297	10000
42	323	10000
42	375	10000
42	374	10000
42	439	10000
42	444	10000
42	477	10000
42	510	10000
42	556	10000
42	551	10000
42	586	10000
42	621	10000
42	641	10000
42	698	10000
42	737	10000
42	744	10000
42	772	10000
42	805	10000
42	820	10000
43	69	10000
43	147	10000
43	175	10000
43	220	10000
43	243	10000
43	298	10000
43	297	10000
43	333	10000
43	366	10000
43	393	10000
43	406	10000
43	443	10000
43	469	10000
43	504	10000
43	530	10000
43	554	10000
43	580	10000
43	600	10000
43	627	10000
43	640	10000
43	683	10000
43	707	10000
43	759	10000
43	807	10000
43	832	10000
43	861	10000
44	66	10000
44	121	10000
44	136	10000
44	199	10000
44	207	10000
44	219	10000
44	273	10000
44	285	10000
44	325	10000
