pueblos, centrales, tiempo
53000, 48001, 34380000
53000, 52001, 33970000
53000, 56001, 34280000
53000, 60001, 34210000
53000, 64001, 34270000
53000, 68001, 34410000
53000, 72001, 34310000
53000, 76001, 34270000
53000, 80001, 34520000
53000, 84001, 34290000
53000, 88001, 34570000
53000, 92001, 34110000
53000, 96001, 34780000
54000, 1, 35270000
54000, 4001, 36070000
54000, 8001, 35080000
54000, 12001, 35310000
54000, 16001, 35110000
54000, 20001, 36300000
54000, 24001, 35570000
54000, 28001, 35380000
54000, 32001, 35010000
54000, 36001, 35610000
54000, 40001, 35300000
54000, 44001, 35070000
54000, 48001, 35200000
54000, 52001, 35020000
54000, 56001, 35420000
54000, 60001, 35430000
54000, 64001, 41170000
54000, 68001, 35920000
54000, 72001, 35540000
54000, 76001, 45090000
54000, 80001, 35250000
54000, 84001, 35100000
54000, 88001, 35500000
54000, 92001, 35580000
54000, 96001, 35440000
55000, 1, 36890000
55000, 4001, 36400000
55000, 8001, 41310000
55000, 12001, 47220000
55000, 16001, 36860000
55000, 20001, 36740000
55000, 24001, 36840000
55000, 28001, 36880000
55000, 32001, 36990000
55000, 36001, 36940000
55000, 40001, 37000000
55000, 44001, 36750000
55000, 48001, 37020000
55000, 52001, 37230000
55000, 56001, 36800000
55000, 60001, 36790000
55000, 64001, 36910000
55000, 68001, 50890000
55000, 72001, 36930000
55000, 76001, 36970000
55000, 80001, 36770000
55000, 84001, 37310000
55000, 88001, 36540000
55000, 92001, 36760000
55000, 96001, 36520000
56000, 1, 38070000
56000, 4001, 38220000
56000, 8001, 37940000
56000, 12001, 38110000
56000, 16001, 37710000
56000, 20001, 37900000
56000, 24001, 38100000
56000, 28001, 37950000
56000, 32001, 38010000
56000, 36001, 38340000
56000, 40001, 38950000
56000, 44001, 38070000
56000, 48001, 38150000
56000, 52001, 38040000
56000, 56001, 38980000
56000, 60001, 38150000
56000, 64001, 38340000
56000, 68001, 37890000
56000, 72001, 38090000
56000, 76001, 38420000
56000, 80001, 38350000
56000, 84001, 37840000
56000, 88001, 37940000
56000, 92001, 38010000
56000, 96001, 38070000
57000, 1, 41400000
57000, 4001, 39480000
57000, 8001, 39460000
57000, 12001, 40120000
57000, 16001, 39890000
57000, 20001, 40190000
57000, 24001, 39740000
57000, 28001, 40910000
57000, 32001, 39710000
57000, 36001, 39860000
57000, 40001, 39790000
57000, 44001, 40230000
57000, 48001, 39980000
57000, 52001, 39820000
57000, 56001, 39950000
57000, 60001, 40230000
57000, 64001, 39950000
57000, 68001, 40090000
57000, 72001, 40020000
57000, 76001, 40080000
57000, 80001, 39960000
57000, 84001, 39880000
57000, 88001, 40020000
57000, 92001, 39910000
57000, 96001, 40000000
58000, 1, 41230000
58000, 4001, 41470000
58000, 8001, 41710000
58000, 12001, 41430000
58000, 16001, 41370000
58000, 20001, 41510000
58000, 24001, 40910000
58000, 28001, 40840000
58000, 32001, 41080000
58000, 36001, 41560000
58000, 40001, 41600000
58000, 44001, 40630000
58000, 48001, 40780000
58000, 52001, 40480000
58000, 56001, 40980000
58000, 60001, 41300000
58000, 64001, 41210000
58000, 68001, 41140000
58000, 72001, 41410000
58000, 76001, 40720000
58000, 80001, 40720000
58000, 84001, 40790000
58000, 88001, 41370000
58000, 92001, 41670000
58000, 96001, 40850000
59000, 1, 41960000
59000, 4001, 42220000
59000, 8001, 42210000
59000, 12001, 42900000
59000, 16001, 42420000
59000, 20001, 41890000
59000, 24001, 42160000
59000, 28001, 42680000
59000, 32001, 43210000
59000, 36001, 42120000
59000, 40001, 41910000
59000, 44001, 42180000
59000, 48001, 42140000
59000, 52001, 42320000
59000, 56001, 42330000
59000, 60001, 43200000
59000, 64001, 42450000
59000, 68001, 41970000
59000, 72001, 42260000
59000, 76001, 43090000
59000, 80001, 42800000
59000, 84001, 42040000
59000, 88001, 42590000
59000, 92001, 42490000
59000, 96001, 42800000
60000, 1, 43570000
60000, 4001, 43330000
60000, 8001, 43290000
60000, 12001, 44160000
60000, 16001, 44080000
60000, 20001, 44470000
60000, 24001, 43430000
60000, 28001, 43590000
60000, 32001, 43600000
60000, 36001, 44400000
60000, 40001, 44060000
60000, 44001, 43420000
60000, 48001, 44030000
60000, 52001, 43920000
60000, 56001, 43300000
60000, 60001, 43540000
60000, 64001, 43450000
60000, 68001, 43600000
60000, 72001, 43600000
60000, 76001, 44370000
60000, 80001, 44490000
60000, 84001, 44020000
60000, 88001, 43480000
60000, 92001, 43770000
60000, 96001, 44310000
61000, 1, 45000000
61000, 4001, 44990000
61000, 8001, 45630000
61000, 12001, 45320000
61000, 16001, 45550000
61000, 20001, 45110000
61000, 24001, 45260000
61000, 28001, 45670000
61000, 32001, 45970000
61000, 36001, 46000000
61000, 40001, 45460000
61000, 44001, 45470000
61000, 48001, 45630000
61000, 52001, 45990000
61000, 56001, 45000000
61000, 60001, 44800000
61000, 64001, 45690000
61000, 68001, 45490000
61000, 72001, 45940000
61000, 76001, 44970000
61000, 80001, 45300000
61000, 84001, 45350000
61000, 88001, 45660000
61000, 92001, 46020000
61000, 96001, 44940000
62000, 1, 48130000
62000, 4001, 47250000
62000, 8001, 46540000
62000, 12001, 47360000
62000, 16001, 47200000
62000, 20001, 47180000
62000, 24001, 46540000
62000, 28001, 47560000
62000, 32001, 47420000
62000, 36001, 46580000
62000, 40001, 47390000
62000, 44001, 46650000
62000, 48001, 47540000
62000, 52001, 47110000
62000, 56001, 46500000
62000, 60001, 47020000
62000, 64001, 47420000
62000, 68001, 47180000
62000, 72001, 46460000
62000, 76001, 47080000
62000, 80001, 47800000
62000, 84001, 48090000
62000, 88001, 46670000
62000, 92001, 46460000
62000, 96001, 46730000
63000, 1, 49300000
63000, 4001, 48110000
63000, 8001, 48110000
63000, 12001, 49070000
63000, 16001, 49510000
63000, 20001, 48090000
63000, 24001, 48250000
63000, 28001, 48620000
63000, 32001, 49160000
63000, 36001, 48900000
63000, 40001, 48270000
63000, 44001, 49060000
63000, 48001, 48740000
63000, 52001, 48650000
63000, 56001, 49030000
63000, 60001, 48190000
63000, 64001, 48020000
63000, 68001, 48570000
63000, 72001, 49180000
63000, 76001, 48840000
63000, 80001, 48180000
63000, 84001, 49280000
63000, 88001, 49100000
63000, 92001, 48610000
63000, 96001, 48470000
64000, 1, 50290000
64000, 4001, 50820000
64000, 8001, 49630000
64000, 12001, 51890000
64000, 16001, 54610000
64000, 20001, 50310000
64000, 24001, 50050000
64000, 28001, 50530000
64000, 32001, 50390000
64000, 36001, 50040000
64000, 40001, 50670000
64000, 44001, 49810000
64000, 48001, 52880000
64000, 52001, 51270000
64000, 56001, 49750000
64000, 60001, 50000000
64000, 64001, 50780000
64000, 68001, 49740000
64000, 72001, 50120000
64000, 76001, 51270000
64000, 80001, 50450000
64000, 84001, 50210000
64000, 88001, 50630000
64000, 92001, 50150000
64000, 96001, 49750000
65000, 1, 51660000
65000, 4001, 52800000
65000, 8001, 51800000
65000, 12001, 51550000
65000, 16001, 52260000
65000, 20001, 52930000
65000, 24001, 51740000
65000, 28001, 52600000
65000, 32001, 52730000
65000, 36001, 52780000
65000, 40001, 52020000
65000, 44001, 52090000
65000, 48001, 51840000
65000, 52001, 51120000
65000, 56001, 52160000
65000, 60001, 51490000
65000, 64001, 51600000
65000, 68001, 52060000
65000, 72001, 51690000
65000, 76001, 51640000
65000, 80001, 51860000
65000, 84001, 51450000
65000, 88001, 52320000
65000, 92001, 51760000
65000, 96001, 51620000
66000, 1, 53610000
66000, 4001, 53120000
66000, 8001, 54550000
66000, 12001, 55360000
66000, 16001, 54040000
66000, 20001, 54110000
66000, 24001, 54830000
66000, 28001, 56170000
66000, 32001, 54590000
66000, 36001, 53760000
66000, 40001, 63970000
66000, 44001, 57580000
66000, 48001, 56620000
66000, 52001, 53970000
66000, 56001, 55940000
66000, 60001, 53580000
66000, 64001, 54320000
66000, 68001, 54770000
66000, 72001, 54040000
66000, 76001, 63560000
66000, 80001, 53650000
66000, 84001, 54060000
66000, 88001, 53640000
66000, 92001, 53850000
66000, 96001, 53720000
67000, 1, 57700000
67000, 4001, 55450000
67000, 8001, 55720000
67000, 12001, 55550000
67000, 16001, 55510000
67000, 20001, 55650000
67000, 24001, 55280000
67000, 28001, 55330000
67000, 32001, 60460000
67000, 36001, 55360000
67000, 40001, 57540000
67000, 44001, 55630000
67000, 48001, 55770000
67000, 52001, 55850000
67000, 56001, 55210000
67000, 60001, 55420000
67000, 64001, 55640000
67000, 68001, 56420000
67000, 72001, 57540000
67000, 76001, 56100000
67000, 80001, 55860000
67000, 84001, 57720000
67000, 88001, 55330000
67000, 92001, 56790000
67000, 96001, 57100000
68000, 1, 58300000
68000, 4001, 66840000
68000, 8001, 57800000
68000, 12001, 69820000
68000, 16001, 59310000
68000, 20001, 57980000
68000, 24001, 58490000
68000, 28001, 60150000
68000, 32001, 68290000
68000, 36001, 58620000
68000, 40001, 57400000
68000, 44001, 59880000
68000, 48001, 57540000
68000, 52001, 57250000
68000, 56001, 57290000
68000, 60001, 57830000
68000, 64001, 57710000
68000, 68001, 59110000
68000, 72001, 59390000
68000, 76001, 58520000
68000, 80001, 59710000
68000, 84001, 57460000
68000, 88001, 57640000
68000, 92001, 61040000
68000, 96001, 58030000
69000, 1, 59360000
69000, 4001, 60760000
69000, 8001, 62370000
69000, 12001, 63100000
69000, 16001, 60420000
69000, 20001, 61840000
69000, 24001, 59660000
69000, 28001, 59380000
69000, 32001, 59340000
69000, 36001, 62240000
69000, 40001, 60170000
69000, 44001, 59290000
69000, 48001, 68800000
69000, 52001, 59730000
69000, 56001, 61220000
69000, 60001, 68330000
69000, 64001, 60660000
69000, 68001, 60350000
69000, 72001, 60540000
69000, 76001, 64840000
69000, 80001, 59540000
69000, 84001, 70910000
69000, 88001, 59300000
69000, 92001, 60270000
69000, 96001, 66860000
70000, 1, 67770000
70000, 4001, 70410000
70000, 8001, 68170000
70000, 12001, 68660000
70000, 16001, 65740000
70000, 20001, 67950000
70000, 24001, 63380000
70000, 28001, 75290000
70000, 32001, 64260000
70000, 36001, 78010000
70000, 40001, 78290000
70000, 44001, 77310000
70000, 48001, 68890000
70000, 52001, 65550000
70000, 56001, 63130000
70000, 60001, 63230000
70000, 64001, 62040000
70000, 68001, 62910000
70000, 72001, 64340000
70000, 76001, 62190000
70000, 80001, 62920000
70000, 84001, 62320000
70000, 88001, 61720000
70000, 92001, 61590000
70000, 96001, 62480000
71000, 1, 63350000
71000, 4001, 66790000
71000, 8001, 65750000
71000, 12001, 64860000
71000, 16001, 64440000
71000, 20001, 63180000
71000, 24001, 65970000
71000, 28001, 64610000
71000, 32001, 63820000
71000, 36001, 64240000
71000, 40001, 64290000
71000, 44001, 63730000
71000, 48001, 65140000
71000, 52001, 66900000
71000, 56001, 67730000
71000, 60001, 65840000
71000, 64001, 63560000
71000, 68001, 64200000
71000, 72001, 75190000
71000, 76001, 78360000
71000, 80001, 83500000
71000, 84001, 79490000
71000, 88001, 66450000
71000, 92001, 63790000
71000, 96001, 64270000
72000, 1, 67980000
72000, 4001, 67710000
72000, 8001, 67090000
72000, 12001, 70260000
72000, 16001, 66180000
72000, 20001, 71030000
72000, 24001, 65780000
72000, 28001, 71370000
72000, 32001, 65750000
72000, 36001, 65670000
72000, 40001, 67110000
72000, 44001, 65610000
72000, 48001, 69920000
72000, 52001, 67280000
72000, 56001, 65700000
72000, 60001, 65790000
72000, 64001, 67180000
72000, 68001, 68520000
72000, 72001, 67580000
72000, 76001, 67300000
72000, 80001, 66260000
72000, 84001, 65980000
72000, 88001, 65220000
72000, 92001, 68480000
72000, 96001, 67880000
73000, 1, 69710000
73000, 4001, 69190000
73000, 8001, 70560000
73000, 12001, 68810000
73000, 16001, 68780000
73000, 20001, 68560000
73000, 24001, 68350000
73000, 28001, 71920000
73000, 32001, 68070000
73000, 36001, 68720000
73000, 40001, 68570000
73000, 44001, 68440000
73000, 48001, 70200000
73000, 52001, 69050000
73000, 56001, 67900000
73000, 60001, 68720000
73000, 64001, 69770000
73000, 68001, 73170000
73000, 72001, 74030000
73000, 76001, 69260000
73000, 80001, 74380000
73000, 84001, 68360000
73000, 88001, 73950000
73000, 92001, 69920000
73000, 96001, 76200000
74000, 1, 71500000
74000, 4001, 82200000
74000, 8001, 73820000
74000, 12001, 70530000
74000, 16001, 72560000
74000, 20001, 72320000
74000, 24001, 79290000
74000, 28001, 72410000
74000, 32001, 70240000
74000, 36001, 75240000
74000, 40001, 71130000
74000, 44001, 72910000
74000, 48001, 70860000
74000, 52001, 80580000
74000, 56001, 71850000
74000, 60001, 73160000
74000, 64001, 70520000
74000, 68001, 71820000
74000, 72001, 71620000
74000, 76001, 73830000
74000, 80001, 79790000
74000, 84001, 83260000
74000, 88001, 74610000
74000, 92001, 77300000
74000, 96001, 74010000
75000, 1, 73460000
75000, 4001, 75710000
75000, 8001, 85520000
75000, 12001, 76800000
75000, 16001, 72930000
75000, 20001, 85710000
75000, 24001, 73460000
75000, 28001, 77080000
75000, 32001, 73750000
75000, 36001, 76450000
75000, 40001, 89550000
75000, 44001, 78170000
75000, 48001, 87980000
75000, 52001, 83130000
75000, 56001, 73660000
75000, 60001, 81320000
75000, 64001, 75440000
75000, 68001, 81400000
75000, 72001, 78090000
75000, 76001, 77530000
75000, 80001, 74420000
75000, 84001, 76150000
75000, 88001, 79710000
75000, 92001, 76750000
75000, 96001, 81280000
76000, 1, 78970000
76000, 4001, 79370000
76000, 8001, 82660000
76000, 12001, 81510000
76000, 16001, 84540000
76000, 20001, 79260000
76000, 24001, 83920000
76000, 28001, 87630000
76000, 32001, 83080000
76000, 36001, 80650000
76000, 40001, 78780000
76000, 44001, 91680000
76000, 48001, 85290000
76000, 52001, 80790000
76000, 56001, 79330000
76000, 60001, 82650000
76000, 64001, 82840000
76000, 68001, 79180000
76000, 72001, 77690000
76000, 76001, 76970000
76000, 80001, 84540000
76000, 84001, 81480000
76000, 88001, 81300000
76000, 92001, 82750000
76000, 96001, 79690000
77000, 1, 87510000
77000, 4001, 83510000
77000, 8001, 87310000
77000, 12001, 87240000
77000, 16001, 82290000
77000, 20001, 82600000
77000, 24001, 82630000
77000, 28001, 82820000
77000, 32001, 84020000
77000, 36001, 80490000
77000, 40001, 90050000
77000, 44001, 83180000
77000, 48001, 86580000
77000, 52001, 81640000
77000, 56001, 82600000
77000, 60001, 81890000
77000, 64001, 81830000
77000, 68001, 86630000
77000, 72001, 88320000
77000, 76001, 84020000
77000, 80001, 92660000
77000, 84001, 93440000
77000, 88001, 89010000
77000, 92001, 84530000
77000, 96001, 83600000
78000, 1, 92300000
78000, 4001, 83120000
78000, 8001, 89320000
78000, 12001, 86390000
78000, 16001, 91560000
78000, 20001, 92670000
78000, 24001, 89020000
78000, 28001, 89330000
78000, 32001, 91120000
78000, 36001, 85890000
78000, 40001, 84560000
78000, 44001, 89720000
78000, 48001, 85950000
78000, 52001, 83290000
78000, 56001, 88580000
78000, 60001, 89430000
78000, 64001, 83430000
78000, 68001, 88120000
78000, 72001, 83540000
78000, 76001, 85470000
78000, 80001, 85780000
78000, 84001, 85120000
78000, 88001, 93010000
78000, 92001, 87450000
78000, 96001, 89250000
79000, 1, 91260000
79000, 4001, 91580000
79000, 8001, 92870000
79000, 12001, 91550000
79000, 16001, 95550000
79000, 20001, 93940000
79000, 24001, 92600000
79000, 28001, 94280000
79000, 32001, 90570000
79000, 36001, 89560000
79000, 40001, 97460000
79000, 44001, 91340000
79000, 48001, 95420000
79000, 52001, 88370000
79000, 56001, 92750000
79000, 60001, 92120000
79000, 64001, 90710000
79000, 68001, 93060000
79000, 72001, 89740000
79000, 76001, 92460000
79000, 80001, 91520000
79000, 84001, 92150000
79000, 88001, 88440000
79000, 92001, 91850000
79000, 96001, 88180000
80000, 1, 94510000
80000, 4001, 94980000
80000, 8001, 95490000
80000, 12001, 100360000
80000, 16001, 96560000
80000, 20001, 96230000
80000, 24001, 94690000
80000, 28001, 97610000
80000, 32001, 94750000
80000, 36001, 102690000
80000, 40001, 98880000
80000, 44001, 95860000
80000, 48001, 95000000
80000, 52001, 96770000
80000, 56001, 97510000
80000, 60001, 100880000
80000, 64001, 98930000
80000, 68001, 105450000
80000, 72001, 108390000
80000, 76001, 117760000
80000, 80001, 116710000
80000, 84001, 114940000
80000, 88001, 118790000
80000, 92001, 112490000
80000, 96001, 118230000
81000, 1, 120940000
81000, 4001, 106620000
81000, 8001, 102570000
81000, 12001, 97430000
81000, 16001, 105160000
81000, 20001, 102470000
81000, 24001, 100430000
81000, 28001, 101700000
81000, 32001, 112960000
81000, 36001, 103800000
81000, 40001, 99980000
81000, 44001, 109330000
81000, 48001, 112680000
81000, 52001, 112350000
81000, 56001, 104460000
81000, 60001, 101770000
81000, 64001, 100310000
81000, 68001, 105400000
81000, 72001, 105510000
81000, 76001, 105350000
81000, 80001, 105190000
81000, 84001, 103180000
81000, 88001, 105060000
81000, 92001, 99190000
81000, 96001, 104680000
82000, 1, 107460000
82000, 4001, 105230000
82000, 8001, 107100000
82000, 12001, 108090000
82000, 16001, 109010000
82000, 20001, 104920000
82000, 24001, 111040000
82000, 28001, 105800000
82000, 32001, 125850000
82000, 36001, 107750000
