pueblos, centrales, tiempo
51100, 63001, 37670000
51100, 66001, 37260000
51100, 69001, 37520000
51100, 72001, 37510000
51100, 75001, 37510000
51100, 78001, 37510000
51100, 81001, 37850000
51100, 84001, 37590000
51100, 87001, 37860000
51100, 90001, 37630000
51100, 93001, 37700000
51100, 96001, 37840000
51100, 99001, 37590000
51200, 1, 37540000
51200, 3001, 37620000
51200, 6001, 37600000
51200, 9001, 37350000
51200, 12001, 37740000
51200, 15001, 37440000
51200, 18001, 37820000
51200, 21001, 37620000
51200, 24001, 37670000
51200, 27001, 37250000
51200, 30001, 37290000
51200, 33001, 37740000
51200, 36001, 37860000
51200, 39001, 37760000
51200, 42001, 37570000
51200, 45001, 37630000
51200, 48001, 38000000
51200, 51001, 37390000
51200, 54001, 37710000
51200, 57001, 37840000
51200, 60001, 37750000
51200, 63001, 37750000
51200, 66001, 37670000
51200, 69001, 37820000
51200, 72001, 37940000
51200, 75001, 37410000
51200, 78001, 37610000
51200, 81001, 37420000
51200, 84001, 37690000
51200, 87001, 37270000
51200, 90001, 37510000
51200, 93001, 38740000
51200, 96001, 37860000
51200, 99001, 37710000
51300, 1, 37920000
51300, 3001, 37990000
51300, 6001, 38320000
51300, 9001, 38210000
51300, 12001, 37710000
51300, 15001, 37930000
51300, 18001, 38370000
51300, 21001, 37640000
51300, 24001, 38160000
51300, 27001, 38020000
51300, 30001, 38020000
51300, 33001, 38160000
51300, 36001, 38310000
51300, 39001, 37830000
51300, 42001, 37980000
51300, 45001, 37950000
51300, 48001, 37930000
51300, 51001, 38040000
51300, 54001, 38230000
51300, 57001, 37930000
51300, 60001, 38190000
51300, 63001, 38130000
51300, 66001, 38010000
51300, 69001, 38040000
51300, 72001, 37680000
51300, 75001, 38250000
51300, 78001, 37770000
51300, 81001, 38060000
51300, 84001, 37630000
51300, 87001, 38180000
51300, 90001, 37640000
51300, 93001, 38200000
51300, 96001, 37870000
51300, 99001, 37970000
51400, 1, 38140000
51400, 3001, 37980000
51400, 6001, 38000000
51400, 9001, 38340000
51400, 12001, 38410000
51400, 15001, 38440000
51400, 18001, 38350000
51400, 21001, 38130000
51400, 24001, 38200000
51400, 27001, 37990000
51400, 30001, 38260000
51400, 33001, 37720000
51400, 36001, 38380000
51400, 39001, 38030000
51400, 42001, 38130000
51400, 45001, 38020000
51400, 48001, 38240000
51400, 51001, 38330000
51400, 54001, 38120000
51400, 57001, 38420000
51400, 60001, 38300000
51400, 63001, 37970000
51400, 66001, 38090000
51400, 69001, 38280000
51400, 72001, 38260000
51400, 75001, 38220000
51400, 78001, 38470000
51400, 81001, 38100000
51400, 84001, 38430000
51400, 87001, 37380000
51400, 90001, 38190000
51400, 93001, 38000000
51400, 96001, 37820000
51400, 99001, 38300000
51500, 1, 38410000
51500, 3001, 38230000
51500, 6001, 38480000
51500, 9001, 38240000
51500, 12001, 38060000
51500, 15001, 38540000
51500, 18001, 38500000
51500, 21001, 38220000
51500, 24001, 38450000
51500, 27001, 38500000
51500, 30001, 38440000
51500, 33001, 38160000
51500, 36001, 38880000
51500, 39001, 38430000
51500, 42001, 38350000
51500, 45001, 38380000
51500, 48001, 38480000
51500, 51001, 38470000
51500, 54001, 38260000
51500, 57001, 38690000
51500, 60001, 38340000
51500, 63001, 38380000
51500, 66001, 38340000
51500, 69001, 38160000
51500, 72001, 38920000
51500, 75001, 38580000
51500, 78001, 38820000
51500, 81001, 38320000
51500, 84001, 38370000
51500, 87001, 38350000
51500, 90001, 38100000
51500, 93001, 38570000
51500, 96001, 38300000
51500, 99001, 38270000
51600, 1, 38680000
51600, 3001, 38260000
51600, 6001, 38090000
51600, 9001, 38250000
51600, 12001, 38750000
51600, 15001, 38530000
51600, 18001, 38790000
51600, 21001, 38500000
51600, 24001, 38570000
51600, 27001, 39720000
51600, 30001, 38710000
51600, 33001, 38340000
51600, 36001, 38770000
51600, 39001, 38660000
51600, 42001, 38630000
51600, 45001, 38500000
51600, 48001, 38420000
51600, 51001, 38410000
51600, 54001, 38280000
51600, 57001, 39250000
51600, 60001, 38840000
51600, 63001, 38440000
51600, 66001, 38320000
51600, 69001, 38530000
51600, 72001, 39030000
51600, 75001, 38410000
51600, 78001, 38480000
51600, 81001, 38650000
51600, 84001, 38570000
51600, 87001, 38570000
51600, 90001, 38590000
51600, 93001, 38560000
51600, 96001, 38700000
51600, 99001, 38720000
51700, 1, 38430000
51700, 3001, 38540000
51700, 6001, 38720000
51700, 9001, 38860000
51700, 12001, 38370000
51700, 15001, 38970000
51700, 18001, 38460000
51700, 21001, 38630000
51700, 24001, 38480000
51700, 27001, 38650000
51700, 30001, 38520000
51700, 33001, 38650000
51700, 36001, 38620000
51700, 39001, 38590000
51700, 42001, 39240000
51700, 45001, 38900000
51700, 48001, 38830000
51700, 51001, 38640000
51700, 54001, 38750000
51700, 57001, 38880000
51700, 60001, 38870000
51700, 63001, 38810000
51700, 66001, 38290000
51700, 69001, 39710000
51700, 72001, 38410000
51700, 75001, 38970000
51700, 78001, 39330000
51700, 81001, 38890000
51700, 84001, 38410000
51700, 87001, 38970000
51700, 90001, 38410000
51700, 93001, 38650000
51700, 96001, 38260000
51700, 99001, 38810000
51800, 1, 38900000
51800, 3001, 39180000
51800, 6001, 38680000
51800, 9001, 39050000
51800, 12001, 39100000
51800, 15001, 39010000
51800, 18001, 38800000
51800, 21001, 39280000
51800, 24001, 39270000
51800, 27001, 38140000
51800, 30001, 38490000
51800, 33001, 39120000
51800, 36001, 39000000
51800, 39001, 38700000
51800, 42001, 39340000
51800, 45001, 38940000
51800, 48001, 38520000
51800, 51001, 38640000
51800, 54001, 38850000
51800, 57001, 38700000
51800, 60001, 38920000
51800, 63001, 38870000
51800, 66001, 38460000
51800, 69001, 38350000
51800, 72001, 38750000
51800, 75001, 38820000
51800, 78001, 38930000
51800, 81001, 38720000
51800, 84001, 38960000
51800, 87001, 38520000
51800, 90001, 38760000
51800, 93001, 38850000
51800, 96001, 38440000
51800, 99001, 39000000
51900, 1, 39200000
51900, 3001, 39080000
51900, 6001, 38360000
51900, 9001, 39150000
51900, 12001, 39160000
51900, 15001, 38690000
51900, 18001, 39240000
51900, 21001, 38930000
51900, 24001, 39160000
51900, 27001, 39110000
51900, 30001, 38910000
51900, 33001, 39150000
51900, 36001, 38830000
51900, 39001, 38920000
51900, 42001, 39000000
51900, 45001, 39010000
51900, 48001, 39080000
51900, 51001, 38790000
51900, 54001, 38960000
51900, 57001, 39220000
51900, 60001, 39020000
51900, 63001, 38990000
51900, 66001, 38720000
51900, 69001, 38740000
51900, 72001, 38640000
51900, 75001, 38610000
51900, 78001, 39080000
51900, 81001, 39130000
51900, 84001, 38870000
51900, 87001, 38910000
51900, 90001, 38870000
51900, 93001, 38820000
51900, 96001, 38840000
51900, 99001, 38950000
52000, 1, 38990000
52000, 3001, 40240000
52000, 6001, 39300000
52000, 9001, 39490000
52000, 12001, 39480000
52000, 15001, 39310000
52000, 18001, 39460000
52000, 21001, 39110000
52000, 24001, 39490000
52000, 27001, 39110000
52000, 30001, 39140000
52000, 33001, 39240000
52000, 36001, 39180000
52000, 39001, 39270000
52000, 42001, 39350000
52000, 45001, 38980000
52000, 48001, 38850000
52000, 51001, 38660000
52000, 54001, 39160000
52000, 57001, 39220000
52000, 60001, 38830000
52000, 63001, 39290000
52000, 66001, 39250000
52000, 69001, 39190000
52000, 72001, 39260000
52000, 75001, 39110000
52000, 78001, 39040000
52000, 81001, 39500000
52000, 84001, 38240000
52000, 87001, 39260000
52000, 90001, 39280000
52000, 93001, 39350000
52000, 96001, 39600000
52000, 99001, 39240000
52100, 1, 39160000
52100, 3001, 39360000
52100, 6001, 39350000
52100, 9001, 39230000
52100, 12001, 39200000
52100, 15001, 39070000
52100, 18001, 39500000
52100, 21001, 39140000
52100, 24001, 39190000
52100, 27001, 39350000
52100, 30001, 39090000
52100, 33001, 39150000
52100, 36001, 39320000
52100, 39001, 39260000
52100, 42001, 39020000
52100, 45001, 39730000
52100, 48001, 39200000
52100, 51001, 39330000
52100, 54001, 39290000
52100, 57001, 39220000
52100, 60001, 39360000
52100, 63001, 39130000
52100, 66001, 39250000
52100, 69001, 39270000
52100, 72001, 39350000
52100, 75001, 39370000
52100, 78001, 39040000
52100, 81001, 39390000
52100, 84001, 39180000
52100, 87001, 39250000
52100, 90001, 39160000
52100, 93001, 39470000
52100, 96001, 39340000
52100, 99001, 39100000
52200, 1, 39620000
52200, 3001, 39010000
52200, 6001, 39430000
52200, 9001, 39440000
52200, 12001, 39380000
52200, 15001, 39330000
52200, 18001, 39640000
52200, 21001, 39380000
52200, 24001, 39460000
52200, 27001, 39450000
52200, 30001, 39390000
52200, 33001, 39390000
52200, 36001, 39470000
52200, 39001, 39470000
52200, 42001, 39300000
52200, 45001, 39300000
52200, 48001, 39300000
52200, 51001, 39290000
52200, 54001, 39620000
52200, 57001, 39230000
52200, 60001, 39250000
52200, 63001, 39450000
52200, 66001, 39270000
52200, 69001, 39640000
52200, 72001, 39480000
52200, 75001, 38820000
52200, 78001, 38990000
52200, 81001, 39710000
52200, 84001, 39040000
52200, 87001, 38950000
52200, 90001, 39590000
52200, 93001, 39300000
52200, 96001, 38630000
52200, 99001, 39470000
52300, 1, 39750000
52300, 3001, 39310000
52300, 6001, 39720000
52300, 9001, 39690000
52300, 12001, 39610000
52300, 15001, 39880000
52300, 18001, 39450000
52300, 21001, 39580000
52300, 24001, 39350000
52300, 27001, 39610000
52300, 30001, 38770000
52300, 33001, 39590000
52300, 36001, 39810000
52300, 39001, 39840000
52300, 42001, 39050000
52300, 45001, 39330000
52300, 48001, 38920000
52300, 51001, 39530000
52300, 54001, 39390000
52300, 57001, 39470000
52300, 60001, 39340000
52300, 63001, 39900000
52300, 66001, 39190000
52300, 69001, 39590000
52300, 72001, 39430000
52300, 75001, 40050000
52300, 78001, 39720000
52300, 81001, 39610000
52300, 84001, 39740000
52300, 87001, 39030000
52300, 90001, 39760000
52300, 93001, 39890000
52300, 96001, 39440000
52300, 99001, 40040000
52400, 1, 39860000
52400, 3001, 39720000
52400, 6001, 39830000
52400, 9001, 40370000
52400, 12001, 39670000
52400, 15001, 39920000
52400, 18001, 39920000
52400, 21001, 39920000
52400, 24001, 39530000
52400, 27001, 39900000
52400, 30001, 38860000
52400, 33001, 39830000
52400, 36001, 39370000
52400, 39001, 39760000
52400, 42001, 39930000
52400, 45001, 39150000
52400, 48001, 40260000
52400, 51001, 39930000
52400, 54001, 40150000
52400, 57001, 39870000
52400, 60001, 39970000
52400, 63001, 39880000
52400, 66001, 39960000
52400, 69001, 40110000
52400, 72001, 39770000
52400, 75001, 39890000
52400, 78001, 39410000
52400, 81001, 39810000
52400, 84001, 39810000
52400, 87001, 39820000
52400, 90001, 39960000
52400, 93001, 39950000
52400, 96001, 39720000
52400, 99001, 39500000
52500, 1, 39720000
52500, 3001, 40070000
52500, 6001, 39930000
52500, 9001, 41750000
52500, 12001, 39860000
52500, 15001, 40090000
52500, 18001, 40070000
52500, 21001, 39900000
52500, 24001, 40140000
52500, 27001, 39580000
52500, 30001, 39550000
52500, 33001, 40020000
52500, 36001, 39910000
52500, 39001, 39960000
52500, 42001, 39930000
52500, 45001, 39670000
52500, 48001, 39970000
52500, 51001, 40030000
52500, 54001, 39800000
52500, 57001, 40080000
52500, 60001, 40210000
52500, 63001, 40020000
52500, 66001, 39950000
52500, 69001, 40150000
52500, 72001, 39780000
52500, 75001, 40000000
52500, 78001, 40530000
52500, 81001, 40000000
52500, 84001, 40260000
52500, 87001, 39720000
52500, 90001, 40110000
52500, 93001, 39520000
52500, 96001, 39450000
52500, 99001, 39940000
52600, 1, 40650000
52600, 3001, 40310000
52600, 6001, 39720000
52600, 9001, 40280000
52600, 12001, 40310000
52600, 15001, 39820000
52600, 18001, 40280000
52600, 21001, 39940000
52600, 24001, 40350000
52600, 27001, 40400000
52600, 30001, 40130000
52600, 33001, 40320000
52600, 36001, 40280000
52600, 39001, 39940000
52600, 42001, 40350000
52600, 45001, 40270000
52600, 48001, 40190000
52600, 51001, 40060000
52600, 54001, 39870000
52600, 57001, 40280000
52600, 60001, 39720000
52600, 63001, 39980000
52600, 66001, 40050000
52600, 69001, 39990000
52600, 72001, 40390000
52600, 75001, 40090000
52600, 78001, 40800000
52600, 81001, 40440000
52600, 84001, 40090000
52600, 87001, 40040000
52600, 90001, 40280000
52600, 93001, 40230000
52600, 96001, 40260000
52600, 99001, 39770000
52700, 1, 40390000
52700, 3001, 39800000
52700, 6001, 40050000
52700, 9001, 40340000
52700, 12001, 39940000
52700, 15001, 39700000
52700, 18001, 40290000
52700, 21001, 40500000
52700, 24001, 40160000
52700, 27001, 39710000
52700, 30001, 40450000
52700, 33001, 40190000
52700, 36001, 40340000
52700, 39001, 40270000
52700, 42001, 40310000
52700, 45001, 40260000
52700, 48001, 40040000
52700, 51001, 40000000
52700, 54001, 40280000
52700, 57001, 40230000
52700, 60001, 40480000
52700, 63001, 40130000
52700, 66001, 40100000
52700, 69001, 40050000
52700, 72001, 40340000
52700, 75001, 40300000
52700, 78001, 40230000
52700, 81001, 40300000
52700, 84001, 40000000
52700, 87001, 40830000
52700, 90001, 40280000
52700, 93001, 40160000
52700, 96001, 40170000
52700, 99001, 40140000
52800, 1, 40480000
52800, 3001, 40400000
52800, 6001, 40580000
52800, 9001, 40510000
52800, 12001, 40820000
52800, 15001, 40610000
52800, 18001, 40640000
52800, 21001, 40370000
52800, 24001, 39850000
52800, 27001, 40390000
52800, 30001, 40210000
52800, 33001, 40210000
52800, 36001, 40340000
52800, 39001, 40180000
52800, 42001, 40520000
52800, 45001, 40700000
52800, 48001, 40450000
52800, 51001, 40560000
52800, 54001, 40250000
52800, 57001, 40560000
52800, 60001, 40330000
52800, 63001, 39900000
52800, 66001, 40180000
52800, 69001, 40660000
52800, 72001, 40540000
52800, 75001, 40580000
52800, 78001, 40560000
52800, 81001, 40470000
52800, 84001, 40610000
52800, 87001, 40100000
52800, 90001, 40170000
52800, 93001, 40570000
52800, 96001, 40510000
52800, 99001, 40270000
52900, 1, 40540000
52900, 3001, 40460000
52900, 6001, 40320000
52900, 9001, 40640000
52900, 12001, 40410000
52900, 15001, 40560000
52900, 18001, 40470000
52900, 21001, 40280000
52900, 24001, 40660000
52900, 27001, 40580000
52900, 30001, 40560000
52900, 33001, 39890000
52900, 36001, 40170000
52900, 39001, 40480000
52900, 42001, 42890000
52900, 45001, 40690000
52900, 48001, 40120000
52900, 51001, 40790000
52900, 54001, 40680000
52900, 57001, 40350000
52900, 60001, 40650000
52900, 63001, 40470000
52900, 66001, 40520000
52900, 69001, 40560000
52900, 72001, 40450000
52900, 75001, 40390000
52900, 78001, 40630000
52900, 81001, 40900000
52900, 84001, 40670000
52900, 87001, 40680000
52900, 90001, 40850000
52900, 93001, 40600000
52900, 96001, 40400000
52900, 99001, 40340000
53000, 1, 40950000
53000, 3001, 40810000
53000, 6001, 40520000
53000, 9001, 40610000
53000, 12001, 40850000
53000, 15001, 40870000
53000, 18001, 40610000
53000, 21001, 40660000
53000, 24001, 40650000
53000, 27001, 40720000
53000, 30001, 40860000
53000, 33001, 40900000
53000, 36001, 40630000
53000, 39001, 40490000
53000, 42001, 40470000
53000, 45001, 40290000
53000, 48001, 40750000
53000, 51001, 41150000
53000, 54001, 40860000
53000, 57001, 40770000
53000, 60001, 40760000
53000, 63001, 40580000
53000, 66001, 40930000
53000, 69001, 40790000
53000, 72001, 40860000
53000, 75001, 40550000
53000, 78001, 40350000
53000, 81001, 40420000
53000, 84001, 40230000
53000, 87001, 40870000
53000, 90001, 40760000
53000, 93001, 40810000
53000, 96001, 40170000
53000, 99001, 40480000
53100, 1, 40870000
53100, 3001, 41090000
53100, 6001, 40690000
53100, 9001, 40310000
53100, 12001, 40920000
53100, 15001, 40920000
53100, 18001, 40990000
53100, 21001, 41160000
53100, 24001, 41460000
53100, 27001, 41160000
53100, 30001, 41050000
53100, 33001, 41050000
53100, 36001, 40950000
53100, 39001, 40800000
53100, 42001, 40500000
53100, 45001, 41050000
53100, 48001, 40760000
53100, 51001, 40990000
53100, 54001, 40960000
53100, 57001, 40940000
53100, 60001, 41060000
53100, 63001, 40950000
53100, 66001, 40910000
53100, 69001, 41070000
53100, 72001, 40700000
53100, 75001, 40790000
53100, 78001, 40780000
53100, 81001, 40600000
53100, 84001, 40920000
53100, 87001, 40980000
53100, 90001, 40590000
53100, 93001, 40370000
53100, 96001, 40540000
53100, 99001, 41270000
53200, 1, 40990000
53200, 3001, 41070000
53200, 6001, 41090000
53200, 9001, 41480000
53200, 12001, 41030000
53200, 15001, 41330000
53200, 18001, 41160000
53200, 21001, 41150000
53200, 24001, 41310000
53200, 27001, 40990000
53200, 30001, 41140000
53200, 33001, 41090000
53200, 36001, 40710000
53200, 39001, 40760000
53200, 42001, 40890000
53200, 45001, 41060000
53200, 48001, 40880000
53200, 51001, 40910000
53200, 54001, 40880000
53200, 57001, 41290000
53200, 60001, 41080000
53200, 63001, 40790000
53200, 66001, 40680000
53200, 69001, 41100000
53200, 72001, 41250000
53200, 75001, 40970000
53200, 78001, 40990000
53200, 81001, 41050000
53200, 84001, 41000000
53200, 87001, 40920000
53200, 90001, 40860000
53200, 93001, 41140000
53200, 96001, 41120000
53200, 99001, 41130000
53300, 1, 41280000
53300, 3001, 40990000
53300, 6001, 41140000
53300, 9001, 41120000
53300, 12001, 41230000
53300, 15001, 41180000
53300, 18001, 41130000
53300, 21001, 41000000
53300, 24001, 41060000
53300, 27001, 40770000
53300, 30001, 40930000
53300, 33001, 40950000
53300, 36001, 41890000
53300, 39001, 40750000
53300, 42001, 41170000
53300, 45001, 41140000
53300, 48001, 41100000
53300, 51001, 41480000
53300, 54001, 40870000
53300, 57001, 41210000
53300, 60001, 41180000
53300, 63001, 40290000
53300, 66001, 40900000
53300, 69001, 41150000
53300, 72001, 40820000
53300, 75001, 41140000
53300, 78001, 41290000
53300, 81001, 40770000
53300, 84001, 40710000
53300, 87001, 40510000
53300, 90001, 41530000
53300, 93001, 40730000
53300, 96001, 40890000
53300, 99001, 41260000
53400, 1, 41320000
53400, 3001, 41470000
53400, 6001, 42440000
53400, 9001, 41360000
53400, 12001, 41100000
53400, 15001, 41370000
53400, 18001, 41310000
53400, 21001, 41660000
53400, 24001, 41050000
