pueblos, centrales, tiempo
5900, 310, 220000
5900, 340, 240000
5900, 370, 230000
5900, 400, 230000
5900, 430, 220000
5900, 460, 230000
5900, 490, 230000
5900, 520, 230000
5900, 550, 230000
5900, 580, 230000
5900, 610, 230000
5900, 640, 230000
5900, 670, 230000
5900, 700, 230000
5900, 730, 240000
5900, 760, 240000
5900, 790, 240000
5900, 820, 230000
5900, 850, 230000
5900, 880, 230000
5900, 910, 240000
5900, 940, 240000
5900, 970, 240000
5900, 1000, 230000
6000, 100, 240000
6000, 130, 230000
6000, 160, 240000
6000, 190, 240000
6000, 220, 240000
6000, 250, 230000
6000, 280, 230000
6000, 310, 230000
6000, 340, 240000
6000, 370, 240000
6000, 400, 250000
6000, 430, 240000
6000, 460, 240000
6000, 490, 230000
6000, 520, 250000
6000, 550, 250000
6000, 580, 250000
6000, 610, 260000
6000, 640, 240000
6000, 670, 260000
6000, 700, 250000
6000, 730, 230000
6000, 760, 240000
6000, 790, 250000
6000, 820, 240000
6000, 850, 240000
6000, 880, 240000
6000, 910, 230000
6000, 940, 240000
6000, 970, 240000
6000, 1000, 270000
6100, 100, 250000
6100, 130, 250000
6100, 160, 240000
6100, 190, 240000
6100, 220, 250000
6100, 250, 260000
6100, 280, 250000
6100, 310, 240000
6100, 340, 250000
6100, 370, 250000
6100, 400, 230000
6100, 430, 240000
6100, 460, 240000
6100, 490, 250000
6100, 520, 250000
6100, 550, 250000
6100, 580, 240000
6100, 610, 240000
6100, 640, 250000
6100, 670, 260000
6100, 700, 240000
6100, 730, 240000
6100, 760, 250000
6100, 790, 250000
6100, 820, 240000
6100, 850, 250000
6100, 880, 240000
6100, 910, 240000
6100, 940, 250000
6100, 970, 250000
6100, 1000, 240000
6200, 100, 260000
6200, 130, 260000
6200, 160, 250000
6200, 190, 270000
6200, 220, 240000
6200, 250, 260000
6200, 280, 250000
6200, 310, 260000
6200, 340, 260000
6200, 370, 260000
6200, 400, 250000
6200, 430, 270000
6200, 460, 260000
6200, 490, 250000
6200, 520, 250000
6200, 550, 270000
6200, 580, 250000
6200, 610, 260000
6200, 640, 260000
6200, 670, 270000
6200, 700, 260000
6200, 730, 250000
6200, 760, 250000
6200, 790, 250000
6200, 820, 250000
6200, 850, 250000
6200, 880, 260000
6200, 910, 270000
6200, 940, 260000
6200, 970, 250000
6200, 1000, 250000
6300, 100, 270000
6300, 130, 260000
6300, 160, 260000
6300, 190, 260000
6300, 220, 260000
6300, 250, 250000
6300, 280, 250000
6300, 310, 250000
6300, 340, 260000
6300, 370, 270000
6300, 400, 280000
6300, 430, 250000
6300, 460, 270000
6300, 490, 260000
6300, 520, 270000
6300, 550, 250000
6300, 580, 270000
6300, 610, 250000
6300, 640, 260000
6300, 670, 260000
6300, 700, 260000
6300, 730, 260000
6300, 760, 260000
6300, 790, 270000
6300, 820, 270000
6300, 850, 260000
6300, 880, 260000
6300, 910, 270000
6300, 940, 260000
6300, 970, 260000
6300, 1000, 270000
6400, 100, 280000
6400, 130, 280000
6400, 160, 270000
6400, 190, 270000
6400, 220, 270000
6400, 250, 280000
6400, 280, 320000
6400, 310, 290000
6400, 340, 270000
6400, 370, 260000
6400, 400, 270000
6400, 430, 270000
6400, 460, 280000
6400, 490, 280000
6400, 520, 270000
6400, 550, 280000
6400, 580, 270000
6400, 610, 270000
6400, 640, 270000
6400, 670, 270000
6400, 700, 270000
6400, 730, 270000
6400, 760, 270000
6400, 790, 270000
6400, 820, 280000
6400, 850, 260000
6400, 880, 280000
6400, 910, 270000
6400, 940, 300000
6400, 970, 280000
6400, 1000, 280000
6500, 100, 290000
6500, 130, 290000
6500, 160, 280000
6500, 190, 290000
6500, 220, 280000
6500, 250, 270000
6500, 280, 290000
6500, 310, 280000
6500, 340, 280000
6500, 370, 280000
6500, 400, 270000
6500, 430, 280000
6500, 460, 270000
6500, 490, 280000
6500, 520, 290000
6500, 550, 280000
6500, 580, 290000
6500, 610, 280000
6500, 640, 280000
6500, 670, 280000
6500, 700, 280000
6500, 730, 280000
6500, 760, 280000
6500, 790, 290000
6500, 820, 290000
6500, 850, 280000
6500, 880, 280000
6500, 910, 290000
6500, 940, 280000
6500, 970, 280000
6500, 1000, 270000
6600, 100, 300000
6600, 130, 310000
6600, 160, 280000
6600, 190, 280000
6600, 220, 280000
6600, 250, 280000
6600, 280, 290000
6600, 310, 290000
6600, 340, 290000
6600, 370, 290000
6600, 400, 280000
6600, 430, 300000
6600, 460, 290000
6600, 490, 280000
6600, 520, 290000
6600, 550, 280000
6600, 580, 290000
6600, 610, 280000
6600, 640, 290000
6600, 670, 290000
6600, 700, 300000
6600, 730, 280000
6600, 760, 290000
6600, 790, 270000
6600, 820, 280000
6600, 850, 290000
6600, 880, 310000
6600, 910, 300000
6600, 940, 280000
6600, 970, 280000
6600, 1000, 290000
6700, 100, 290000
6700, 130, 290000
6700, 160, 300000
6700, 190, 300000
6700, 220, 300000
6700, 250, 290000
6700, 280, 300000
6700, 310, 310000
6700, 340, 300000
6700, 370, 290000
6700, 400, 310000
6700, 430, 290000
6700, 460, 290000
6700, 490, 300000
6700, 520, 300000
6700, 550, 290000
6700, 580, 290000
6700, 610, 310000
6700, 640, 310000
6700, 670, 300000
6700, 700, 300000
6700, 730, 300000
6700, 760, 310000
6700, 790, 290000
6700, 820, 290000
6700, 850, 290000
6700, 880, 300000
6700, 910, 290000
6700, 940, 290000
6700, 970, 300000
6700, 1000, 300000
6800, 100, 310000
6800, 130, 300000
6800, 160, 310000
6800, 190, 300000
6800, 220, 310000
6800, 250, 300000
6800, 280, 300000
6800, 310, 300000
6800, 340, 300000
6800, 370, 340000
6800, 400, 320000
6800, 430, 300000
6800, 460, 310000
6800, 490, 320000
6800, 520, 310000
6800, 550, 300000
6800, 580, 300000
6800, 610, 300000
6800, 640, 300000
6800, 670, 310000
6800, 700, 300000
6800, 730, 330000
6800, 760, 310000
6800, 790, 310000
6800, 820, 310000
6800, 850, 310000
6800, 880, 320000
6800, 910, 300000
6800, 940, 290000
6800, 970, 310000
6800, 1000, 330000
6900, 100, 310000
6900, 130, 310000
6900, 160, 310000
6900, 190, 310000
6900, 220, 320000
6900, 250, 320000
6900, 280, 300000
6900, 310, 310000
6900, 340, 320000
6900, 370, 310000
6900, 400, 310000
6900, 430, 310000
6900, 460, 320000
6900, 490, 300000
6900, 520, 310000
6900, 550, 310000
6900, 580, 310000
6900, 610, 300000
6900, 640, 300000
6900, 670, 310000
6900, 700, 310000
6900, 730, 300000
6900, 760, 310000
6900, 790, 310000
6900, 820, 310000
6900, 850, 300000
6900, 880, 330000
6900, 910, 310000
6900, 940, 310000
6900, 970, 310000
6900, 1000, 330000
7000, 100, 330000
7000, 130, 310000
7000, 160, 320000
7000, 190, 320000
7000, 220, 320000
7000, 250, 320000
7000, 280, 320000
7000, 310, 330000
7000, 340, 320000
7000, 370, 330000
7000, 400, 320000
7000, 430, 320000
7000, 460, 320000
7000, 490, 330000
7000, 520, 320000
7000, 550, 330000
7000, 580, 310000
7000, 610, 320000
7000, 640, 310000
7000, 670, 330000
7000, 700, 310000
7000, 730, 310000
7000, 760, 330000
7000, 790, 320000
7000, 820, 330000
7000, 850, 320000
7000, 880, 330000
7000, 910, 310000
7000, 940, 310000
7000, 970, 310000
7000, 1000, 310000
7100, 100, 340000
7100, 130, 340000
7100, 160, 340000
7100, 190, 330000
7100, 220, 320000
7100, 250, 330000
7100, 280, 330000
7100, 310, 340000
7100, 340, 330000
7100, 370, 340000
7100, 400, 330000
7100, 430, 330000
7100, 460, 320000
7100, 490, 320000
7100, 520, 330000
7100, 550, 330000
7100, 580, 320000
7100, 610, 330000
7100, 640, 320000
7100, 670, 320000
7100, 700, 330000
7100, 730, 340000
7100, 760, 340000
7100, 790, 330000
7100, 820, 330000
7100, 850, 340000
7100, 880, 320000
7100, 910, 330000
7100, 940, 320000
7100, 970, 330000
7100, 1000, 320000
7200, 100, 340000
7200, 130, 340000
7200, 160, 340000
7200, 190, 330000
7200, 220, 340000
7200, 250, 360000
7200, 280, 350000
7200, 310, 330000
7200, 340, 350000
7200, 370, 340000
7200, 400, 340000
7200, 430, 350000
7200, 460, 340000
7200, 490, 340000
7200, 520, 330000
7200, 550, 340000
7200, 580, 330000
7200, 610, 350000
7200, 640, 330000
7200, 670, 340000
7200, 700, 350000
7200, 730, 330000
7200, 760, 350000
7200, 790, 350000
7200, 820, 350000
7200, 850, 370000
7200, 880, 340000
7200, 910, 380000
7200, 940, 360000
7200, 970, 350000
7200, 1000, 330000
7300, 100, 350000
7300, 130, 350000
7300, 160, 340000
7300, 190, 360000
7300, 220, 360000
7300, 250, 350000
7300, 280, 360000
7300, 310, 350000
7300, 340, 360000
7300, 370, 350000
7300, 400, 340000
7300, 430, 340000
7300, 460, 360000
7300, 490, 360000
7300, 520, 340000
7300, 550, 340000
7300, 580, 350000
7300, 610, 360000
7300, 640, 350000
7300, 670, 350000
7300, 700, 350000
7300, 730, 360000
7300, 760, 410000
7300, 790, 350000
7300, 820, 370000
7300, 850, 350000
7300, 880, 360000
7300, 910, 360000
7300, 940, 370000
7300, 970, 360000
7300, 1000, 350000
7400, 100, 360000
7400, 130, 350000
7400, 160, 350000
7400, 190, 350000
7400, 220, 450000
7400, 250, 370000
7400, 280, 370000
7400, 310, 370000
7400, 340, 350000
7400, 370, 360000
7400, 400, 360000
7400, 430, 350000
7400, 460, 350000
7400, 490, 350000
7400, 520, 350000
7400, 550, 350000
7400, 580, 350000
7400, 610, 370000
7400, 640, 360000
7400, 670, 350000
7400, 700, 370000
7400, 730, 350000
7400, 760, 360000
7400, 790, 350000
7400, 820, 350000
7400, 850, 360000
7400, 880, 360000
7400, 910, 350000
7400, 940, 350000
7400, 970, 350000
7400, 1000, 350000
7500, 100, 360000
7500, 130, 360000
7500, 160, 360000
7500, 190, 360000
7500, 220, 400000
7500, 250, 380000
7500, 280, 380000
7500, 310, 370000
7500, 340, 370000
7500, 370, 370000
7500, 400, 380000
7500, 430, 370000
7500, 460, 400000
7500, 490, 370000
7500, 520, 370000
7500, 550, 360000
7500, 580, 370000
7500, 610, 370000
7500, 640, 380000
7500, 670, 370000
7500, 700, 360000
7500, 730, 360000
7500, 760, 380000
7500, 790, 370000
7500, 820, 360000
7500, 850, 360000
7500, 880, 370000
7500, 910, 380000
7500, 940, 410000
7500, 970, 360000
7500, 1000, 360000
7600, 100, 380000
7600, 130, 370000
7600, 160, 370000
7600, 190, 380000
7600, 220, 370000
7600, 250, 380000
7600, 280, 420000
7600, 310, 380000
7600, 340, 380000
7600, 370, 400000
7600, 400, 370000
7600, 430, 390000
7600, 460, 390000
7600, 490, 370000
7600, 520, 370000
7600, 550, 370000
7600, 580, 370000
7600, 610, 390000
7600, 640, 370000
7600, 670, 390000
7600, 700, 380000
7600, 730, 380000
7600, 760, 370000
7600, 790, 370000
7600, 820, 370000
7600, 850, 370000
7600, 880, 380000
7600, 910, 380000
7600, 940, 370000
7600, 970, 380000
7600, 1000, 400000
7700, 100, 400000
7700, 130, 390000
7700, 160, 380000
7700, 190, 390000
7700, 220, 370000
7700, 250, 410000
7700, 280, 380000
7700, 310, 380000
7700, 340, 390000
7700, 370, 380000
7700, 400, 410000
7700, 430, 380000
7700, 460, 380000
7700, 490, 380000
7700, 520, 390000
7700, 550, 380000
7700, 580, 380000
7700, 610, 380000
7700, 640, 380000
7700, 670, 370000
7700, 700, 390000
7700, 730, 400000
7700, 760, 400000
7700, 790, 390000
7700, 820, 380000
7700, 850, 380000
7700, 880, 390000
7700, 910, 430000
7700, 940, 400000
7700, 970, 410000
7700, 1000, 430000
7800, 100, 400000
7800, 130, 400000
7800, 160, 390000
7800, 190, 390000
7800, 220, 390000
7800, 250, 390000
7800, 280, 390000
7800, 310, 390000
7800, 340, 400000
7800, 370, 410000
7800, 400, 410000
7800, 430, 410000
7800, 460, 400000
7800, 490, 390000
7800, 520, 390000
7800, 550, 390000
7800, 580, 400000
7800, 610, 400000
7800, 640, 390000
7800, 670, 390000
7800, 700, 410000
7800, 730, 390000
7800, 760, 390000
7800, 790, 390000
7800, 820, 410000
7800, 850, 400000
7800, 880, 400000
7800, 910, 420000
7800, 940, 420000
7800, 970, 390000
7800, 1000, 390000
7900, 100, 430000
7900, 130, 410000
7900, 160, 410000
7900, 190, 400000
7900, 220, 410000
7900, 250, 410000
7900, 280, 410000
7900, 310, 390000
7900, 340, 390000
7900, 370, 400000
7900, 400, 400000
7900, 430, 400000
7900, 460, 410000
7900, 490, 400000
7900, 520, 400000
7900, 550, 400000
7900, 580, 410000
7900, 610, 400000
7900, 640, 400000
7900, 670, 400000
7900, 700, 410000
7900, 730, 390000
7900, 760, 400000
7900, 790, 420000
7900, 820, 400000
7900, 850, 410000
7900, 880, 420000
7900, 910, 410000
7900, 940, 400000
7900, 970, 400000
7900, 1000, 400000
8000, 100, 410000
8000, 130, 420000
8000, 160, 430000
8000, 190, 430000
8000, 220, 430000
8000, 250, 410000
8000, 280, 420000
8000, 310, 420000
8000, 340, 410000
8000, 370, 410000
8000, 400, 410000
8000, 430, 410000
8000, 460, 410000
8000, 490, 430000
8000, 520, 420000
8000, 550, 410000
8000, 580, 410000
8000, 610, 420000
8000, 640, 410000
8000, 670, 430000
8000, 700, 420000
8000, 730, 410000
8000, 760, 420000
8000, 790, 410000
8000, 820, 450000
8000, 850, 420000
8000, 880, 420000
8000, 910, 420000
8000, 940, 410000
8000, 970, 410000
8000, 1000, 410000
8100, 100, 430000
8100, 130, 420000
8100, 160, 430000
8100, 190, 420000
8100, 220, 420000
8100, 250, 430000
8100, 280, 440000
8100, 310, 420000
8100, 340, 420000
8100, 370, 420000
8100, 400, 430000
8100, 430, 420000
8100, 460, 430000
8100, 490, 420000
8100, 520, 440000
8100, 550, 430000
8100, 580, 420000
8100, 610, 420000
8100, 640, 420000
8100, 670, 420000
8100, 700, 420000
8100, 730, 430000
8100, 760, 420000
8100, 790, 430000
8100, 820, 430000
8100, 850, 430000
8100, 880, 420000
8100, 910, 430000
8100, 940, 440000
8100, 970, 430000
8100, 1000, 420000
8200, 100, 430000
8200, 130, 440000
8200, 160, 430000
8200, 190, 440000
8200, 220, 430000
8200, 250, 430000
8200, 280, 430000
8200, 310, 430000
8200, 340, 440000
8200, 370, 470000
8200, 400, 450000
8200, 430, 440000
8200, 460, 440000
8200, 490, 440000
8200, 520, 450000
8200, 550, 430000
8200, 580, 440000
8200, 610, 440000
8200, 640, 430000
8200, 670, 430000
8200, 700, 430000
8200, 730, 450000
8200, 760, 430000
8200, 790, 430000
8200, 820, 450000
8200, 850, 430000
8200, 880, 430000
8200, 910, 450000
8200, 940, 440000
8200, 970, 430000
8200, 1000, 430000
8300, 100, 450000
8300, 130, 450000
8300, 160, 440000
8300, 190, 440000
8300, 220, 450000
8300, 250, 440000
8300, 280, 440000
8300, 310, 450000
8300, 340, 450000
8300, 370, 450000
8300, 400, 440000
8300, 430, 450000
8300, 460, 460000
8300, 490, 450000
8300, 520, 450000
8300, 550, 440000
8300, 580, 440000
8300, 610, 440000
8300, 640, 460000
8300, 670, 450000
8300, 700, 450000
8300, 730, 450000
8300, 760, 460000
8300, 790, 440000
8300, 820, 450000
8300, 850, 440000
8300, 880, 450000
8300, 910, 450000
8300, 940, 450000
8300, 970, 450000
8300, 1000, 440000
8400, 100, 460000
8400, 130, 450000
8400, 160, 450000
8400, 190, 470000
8400, 220, 470000
8400, 250, 460000
8400, 280, 450000
8400, 310, 450000
8400, 340, 450000
8400, 370, 450000
8400, 400, 450000
8400, 430, 450000
8400, 460, 450000
8400, 490, 450000
8400, 520, 460000
8400, 550, 450000
8400, 580, 460000
8400, 610, 470000
8400, 640, 460000
8400, 670, 450000
8400, 700, 450000
8400, 730, 460000
8400, 760, 460000
8400, 790, 450000
8400, 820, 460000
8400, 850, 450000
8400, 880, 450000
8400, 910, 460000
8400, 940, 460000
8400, 970, 460000
8400, 1000, 460000
8500, 100, 460000
8500, 130, 470000
8500, 160, 480000
8500, 190, 460000
8500, 220, 460000
8500, 250, 470000
8500, 280, 460000
8500, 310, 470000
8500, 340, 470000
8500, 370, 480000
8500, 400, 460000
8500, 430, 460000
8500, 460, 460000
8500, 490, 470000
8500, 520, 460000
8500, 550, 460000
8500, 580, 470000
8500, 610, 480000
8500, 640, 460000
8500, 670, 460000
8500, 700, 470000
8500, 730, 460000
8500, 760, 460000
8500, 790, 460000
8500, 820, 470000
8500, 850, 460000
8500, 880, 460000
8500, 910, 460000
8500, 940, 470000
8500, 970, 470000
8500, 1000, 460000
8600, 100, 480000
8600, 130, 470000
8600, 160, 490000
8600, 190, 470000
8600, 220, 470000
8600, 250, 470000
8600, 280, 480000
8600, 310, 470000
8600, 340, 480000
8600, 370, 490000
8600, 400, 470000
8600, 430, 470000
8600, 460, 480000
8600, 490, 470000
8600, 520, 500000
8600, 550, 480000
8600, 580, 480000
8600, 610, 470000
8600, 640, 470000
8600, 670, 480000
8600, 700, 480000
8600, 730, 470000
8600, 760, 480000
8600, 790, 480000
8600, 820, 470000
8600, 850, 470000
8600, 880, 480000
8600, 910, 490000
8600, 940, 480000
8600, 970, 480000
8600, 1000, 470000
8700, 100, 500000
8700, 130, 500000
8700, 160, 490000
8700, 190, 480000
8700, 220, 480000
8700, 250, 490000
8700, 280, 490000
8700, 310, 480000
8700, 340, 490000
8700, 370, 490000
8700, 400, 490000
8700, 430, 500000
8700, 460, 490000
8700, 490, 480000
8700, 520, 480000
8700, 550, 500000
8700, 580, 490000
8700, 610, 490000
8700, 640, 490000
8700, 670, 490000
8700, 700, 480000
8700, 730, 490000
8700, 760, 500000
8700, 790, 500000
8700, 820, 490000
8700, 850, 490000
8700, 880, 490000
8700, 910, 490000
8700, 940, 480000
8700, 970, 480000
8700, 1000, 490000
8800, 100, 500000
8800, 130, 500000
8800, 160, 510000
8800, 190, 490000
8800, 220, 490000
8800, 250, 500000
8800, 280, 510000
8800, 310, 510000
8800, 340, 500000
8800, 370, 500000
8800, 400, 510000
8800, 430, 520000
8800, 460, 520000
8800, 490, 540000
8800, 520, 640000
8800, 550, 500000
8800, 580, 520000
8800, 610, 510000
8800, 640, 520000
8800, 670, 510000
8800, 700, 500000
8800, 730, 510000
8800, 760, 500000
8800, 790, 500000
8800, 820, 490000
8800, 850, 500000
8800, 880, 500000
8800, 910, 500000
8800, 940, 500000
8800, 970, 510000
8800, 1000, 600000
8900, 100, 600000
8900, 130, 540000
8900, 160, 540000
8900, 190, 580000
8900, 220, 760000
8900, 250, 630000
8900, 280, 560000
8900, 310, 550000
8900, 340, 510000
8900, 370, 600000
8900, 400, 670000
8900, 430, 580000
8900, 460, 560000
8900, 490, 670000
8900, 520, 580000
8900, 550, 740000
8900, 580, 520000
8900, 610, 540000
8900, 640, 530000
8900, 670, 510000
8900, 700, 530000
8900, 730, 510000
8900, 760, 510000
8900, 790, 520000
8900, 820, 530000
8900, 850, 520000
8900, 880, 550000
8900, 910, 560000
8900, 940, 550000
8900, 970, 560000
8900, 1000, 610000
9000, 100, 550000
9000, 130, 520000
9000, 160, 560000
9000, 190, 580000
9000, 220, 590000
9000, 250, 600000
9000, 280, 560000
9000, 310, 600000
9000, 340, 560000
9000, 370, 540000
9000, 400, 530000
9000, 430, 540000
9000, 460, 520000
9000, 490, 510000
9000, 520, 510000
9000, 550, 530000
9000, 580, 520000
9000, 610, 510000
9000, 640, 530000
9000, 670, 520000
9000, 700, 530000
9000, 730, 530000
9000, 760, 520000
9000, 790, 520000
9000, 820, 560000
9000, 850, 540000
9000, 880, 520000
9000, 910, 540000
9000, 940, 540000
9000, 970, 530000
9000, 1000, 510000
9100, 100, 530000
9100, 130, 530000
9100, 160, 570000
9100, 190, 530000
9100, 220, 550000
9100, 250, 540000
9100, 280, 550000
9100, 310, 540000
9100, 340, 530000
9100, 370, 540000
9100, 400, 540000
9100, 430, 570000
9100, 460, 540000
9100, 490, 540000
9100, 520, 540000
9100, 550, 540000
9100, 580, 540000
9100, 610, 550000
9100, 640, 540000
9100, 670, 540000
9100, 700, 540000
9100, 730, 540000
9100, 760, 540000
9100, 790, 540000
9100, 820, 560000
9100, 850, 570000
9100, 880, 550000
9100, 910, 540000
9100, 940, 540000
9100, 970, 540000
9100, 1000, 550000
9200, 100, 550000
9200, 130, 570000
9200, 160, 560000
9200, 190, 550000
9200, 220, 550000
9200, 250, 550000
9200, 280, 550000
9200, 310, 570000
9200, 340, 560000
9200, 370, 550000
9200, 400, 560000
9200, 430, 550000
9200, 460, 540000
9200, 490, 560000
9200, 520, 550000
9200, 550, 560000
9200, 580, 550000
9200, 610, 540000
9200, 640, 550000
9200, 670, 550000
9200, 700, 550000
9200, 730, 580000
9200, 760, 550000
9200, 790, 550000
9200, 820, 550000
9200, 850, 550000
9200, 880, 550000
9200, 910, 550000
9200, 940, 560000
9200, 970, 560000
9200, 1000, 560000
9300, 100, 580000
9300, 130, 610000
9300, 160, 570000
9300, 190, 560000
9300, 220, 570000
9300, 250, 560000
9300, 280, 560000
9300, 310, 560000
9300, 340, 570000
9300, 370, 570000
9300, 400, 570000
9300, 430, 570000
9300, 460, 570000
9300, 490, 570000
9300, 520, 580000
9300, 550, 560000
9300, 580, 560000
9300, 610, 570000
9300, 640, 580000
9300, 670, 590000
9300, 700, 580000
9300, 730, 560000
9300, 760, 570000
9300, 790, 550000
9300, 820, 570000
9300, 850, 560000
9300, 880, 560000
9300, 910, 560000
9300, 940, 550000
9300, 970, 560000
9300, 1000, 580000
9400, 100, 580000
9400, 130, 580000
9400, 160, 580000
9400, 190, 570000
9400, 220, 570000
9400, 250, 570000
9400, 280, 580000
9400, 310, 580000
9400, 340, 570000
9400, 370, 580000
9400, 400, 600000
9400, 430, 580000
9400, 460, 590000
9400, 490, 580000
9400, 520, 570000
9400, 550, 570000
9400, 580, 580000
9400, 610, 590000
9400, 640, 580000
9400, 670, 590000
9400, 700, 570000
9400, 730, 590000
9400, 760, 580000
9400, 790, 580000
9400, 820, 570000
9400, 850, 570000
9400, 880, 570000
9400, 910, 580000
