1694	49820000
1465	33570000
414	630000
593	1890000
1903	78890000
1430	30950000
1811	65080000
1161	16070000
1656	49520000
327	310000
1096	13460000
642	2390000
1906	76890000
542	1410000
967	8820000
1560	40660000
240	120000
1051	11330000
1041	11290000
1922	80360000
1570	45150000
1277	23890000
1194	17630000
1574	42150000
579	1810000
960	8690000
763	4310000
1070	12510000
703	3180000
1259	19610000
1477	34180000
132	20000
211	80000
1498	36140000
1990	87010000
838	5620000
326	330000
706	3330000
530	1330000
763	4270000
144	30000
155	30000
507	1190000
1477	34120000
783	4450000
1125	14420000
635	2360000
1074	12600000
1838	63810000
1806	60800000
144	30000
749	3830000
280	190000
1757	56920000
1973	85420000
299	280000
1157	16140000
672	2760000
788	4600000
1145	15440000
989	9310000
596	1900000
1386	28400000
898	7070000
1617	46160000
328	320000
1396	28780000
1057	12130000
580	1920000
1630	45290000
1644	45850000
1159	16040000
899	7060000
1404	30660000
760	4110000
1550	37770000
664	2660000
1194	17600000
1109	13780000
1514	37170000
267	180000
1836	63770000
1314	23750000
133	30000
1300	22830000
1363	26750000
1481	34720000
733	3620000
1728	56680000
443	780000
1739	53840000
1939	80910000
881	6580000
1320	24280000
930	7920000
1523	37970000
1833	68630000
447	790000
1412	29570000
1353	26180000
533	1380000
1403	29340000
922	7590000
1362	26800000
955	8500000
1182	16240000
938	8150000
987	9400000
1378	27890000
1194	17670000
1352	26140000
1648	48750000
651	2480000
173	50000
184	50000
1630	43930000
717	3360000
1848	69640000
1859	70340000
707	3220000
468	920000
1723	54430000
735	3660000
136	20000
661	2610000
990	9400000
193	70000
886	6750000
603	1970000
1714	56010000
1362	26820000
100	10000
727	3520000
904	7110000
1400	29240000
526	1300000
1646	45300000
1556	40500000
882	6600000
1700	53100000
1899	71000000
1689	52700000
600	1950000
185	60000
277	190000
146	30000
1373	27910000
1612	43320000
1221	19500000
1954	85700000
310	260000
1713	57010000
1375	28660000
1018	11700000
286	210000
1605	46400000
408	610000
1695	55080000
1838	65190000
1082	13600000
734	3630000
1234	19740000
932	7930000
951	8490000
704	3180000
1995	83100000
311	280000
931	8010000
932	7930000
1265	21360000
1575	42220000
749	3900000
1584	43040000
512	1200000
1102	13060000
1448	32400000
1487	35200000
292	230000
413	620000
559	1570000
1640	48120000
809	5130000
1194	17810000
1419	30460000
1618	47990000
1618	47340000
929	9170000
1766	60000000
321	300000
1356	24770000
1244	19510000
555	1530000
820	5200000
415	640000
1332	24710000
688	2970000
353	380000
1774	57250000
1945	81910000
1188	17200000
587	1810000
1328	24760000
1459	32970000
1939	80830000
998	9810000
1108	13730000
498	1100000
426	690000
1608	45250000
1502	34220000
1522	39460000
786	4650000
1059	12950000
941	7920000
1416	32510000
1098	17040000
816	6620000
1864	93120000
1045	13590000
1338	32190000
1279	28130000
1752	74880000
1387	34080000
1324	27950000
1010	13050000
1257	25920000
1860	86750000
1312	26320000
999	10970000
1836	71690000
600	2110000
265	170000
1551	43210000
1256	24440000
726	4180000
731	4080000
568	2000000
1621	51610000
1201	20900000
460	1060000
1390	31990000
1335	30960000
532	1490000
1460	41450000
227	110000
1463	38940000
852	7070000
139	30000
336	380000
290	240000
840	6910000
1689	58290000
112	20000
1382	31240000
1359	29930000
1699	67860000
396	810000
68	10000
1947	106120000
1720	62510000
106	10000
1627	50690000
1949	104470000
980	12170000
1643	60400000
1593	58200000
1335	31300000
1434	40860000
941	9930000
994	13580000
1067	15420000
1538	44650000
1393	32910000
418	750000
956	11340000
1701	65900000
1826	80750000
1999	114400000
1742	73070000
205	90000
1040	15760000
398	730000
645	3370000
1821	66480000
1007	10470000
727	3560000
524	1340000
696	3130000

