1694	50350000
1465	35990000
414	630000
593	1900000
1903	78200000
1430	31320000
1811	66800000
1161	17000000
1656	51660000
327	350000
1096	13550000
642	2390000
1906	79120000
542	1430000
967	9130000
1560	42340000
240	120000
1051	12150000
1041	11820000
1922	79800000
1570	41740000
1277	21920000
1194	18260000
1574	42150000
579	1780000
960	9590000
763	4480000
1070	12050000
703	3170000
1259	21310000
1477	35800000
132	30000
211	100000
1498	37900000
1990	92040000
838	6200000
326	310000
706	3350000
530	1360000
763	4430000
144	30000
155	40000
507	1210000
1477	34610000
783	4640000
1125	14940000
635	2380000
1074	13060000
1838	65660000
1806	62010000
144	20000
749	3890000
280	200000
1757	56600000
1973	85530000
299	240000
1157	16210000
672	2800000
788	4670000
1145	15690000
989	9410000
596	1900000
60	10000
1386	30430000
898	7210000
1617	46240000
328	320000
1396	28990000
1057	12260000
580	1770000
1630	44190000
1644	45220000
1159	16250000
899	7190000
1404	29550000
760	4180000
1550	37860000
664	2720000
1194	17910000
1109	14080000
1514	37700000
267	180000
1836	63870000
1314	24120000
133	20000
1300	23030000
1363	26700000
1481	34890000
733	3640000
1728	56500000
443	770000
1739	53960000
1939	80580000
881	6740000
1320	24400000
930	8030000
1523	37890000
 
